numberArgument,numberAdvocate,nameAdvocate,homeAdvocate,selfAdvocate,argsAdvocate,dateArgument,isReargument,caseInfo,citeInfo,corrections
343,138,"Sara S. Beale","",false,2,"1978-04-18",false,"Andrus v. Charlestone Stone Products (No. 77-380), 436 U.S. 604 (1978)","1977 J. Sup. Ct. U.S. 608",""
344,141,"Carol Los Mansmann","",false,1,"1978-10-03",false,"Colautti v. Franklin (No. 77-891), 439 U.S. 379 (1979)","1978 J. Sup. Ct. U.S. 131",""
345,142,"Kathleen M. Cummins","",false,1,"1978-10-04",false,"Michigan v. Doran (No. 77-1202), 439 U.S. 282 (1978)","1978 J. Sup. Ct. U.S. 133",""
346,72,"Maria L. Marcus","",false,6,"1978-10-30",false,"New York Telephone Co. v. New York Dep't of Labor (No. 77-961), 440 U.S. 519 (1979)","1978 J. Sup. Ct. U.S. 201","aka Maria Lenhoff Marcus"
347,143,"Elinor H. Stillman","",false,1,"1978-11-01",false,"Hisquierdo v. Hisquierdo (No. 77-533), 439 U.S. 572 (1979)","1978 J. Sup. Ct. U.S. 205",""
348,144,"Herma Hill Kay","",false,1,"1978-11-01",false,"Hisquierdo v. Hisquierdo (No. 77-533), 439 U.S. 572 (1979)","1978 J. Sup. Ct. U.S. 205",""
349,92,"Ruth B. Ginsburg","",false,6,"1978-11-01",false,"Duren v. Missouri (No. 77-6067), 439 U.S. 357 (1979)","1978 J. Sup. Ct. U.S. 205",""
350,145,"Nanette Laughrey","",false,1,"1978-11-01",false,"Duren v. Missouri (No. 77-6067), 439 U.S. 357 (1979)","1978 J. Sup. Ct. U.S. 205",""
351,146,"Dorothy Prengler","",false,1,"1978-11-08",false,"Friedman v. Rogers (No. 77-1186), 440 U.S. 1 (1979)","1978 J. Sup. Ct. U.S. 227",""
352,147,"Barbara Ann Babcock","",false,1,"1978-11-08",false,"Chrysler v. Brown (No. 77-922), 441 U.S. 281 (1979)","1978 J. Sup. Ct. U.S. 227",""
353,148,"Zona F. Hostetler","",false,1,"1978-11-27",false,"Vance v. Bradley (No. 77-1254), 440 U.S. 93 (1979)","1978 J. Sup. Ct. U.S. 275",""
354,149,"Martha L. Boston","",false,1,"1978-11-28",false,"Addington v. Texas (No. 77-5992), 441 U.S. 418 (1979)","1978 J. Sup. Ct. U.S. 277",""
355,116,"Barbara A.H. Smith","",false,2,"1978-11-28",false,"Massachusetts v. White (No. 77-1388), 439 U.S. 280 (1978)","1978 J. Sup. Ct. U.S. 277",""
356,150,"Gerri Papushkewyc h","",false,1,"1978-12-04",false,"Scott v. Illinois (No. 77-1177), 440 U.S. 367 (1979)","1978 J. Sup. Ct. U.S. 294",""
357,138,"Sara S. Beale","",false,3,"1978-12-05",false,"Douglas Oil Co. v. Petrol Stops Northwest (No. 77-1547), 441 U.S. 211 (1979)","1978 J. Sup. Ct. U.S. 296",""
358,151,"Joan Offner","",false,1,"1978-12-06",false,"New York City Transit v. Beazer (No. 77-1427), 440 U.S. 568 (1979)","1978 J. Sup. Ct. U.S. 297",""
359,104,"Deborah M. Greenberg","",false,2,"1978-12-06",false,"New York City Transit v. Beazer (No. 77-1427), 440 U.S. 568 (1979)","1978 J. Sup. Ct. U.S. 297",""
360,112,"Judith A. Gordon","",false,4,"1979-01-10",false,"Ambach v. Norwick (No. 76-808), 441 U.S. 68 (1979)","1978 J. Sup. Ct. U.S. 359",""
361,152,"Amalya L. Kearse","",false,1,"1979-01-15",false,"Broadcast Music, Inc. v. CBS, Inc. (No. 77-1578), 441 U.S. 1 (1979)","1978 J. Sup. Ct. U.S. 378",""
362,138,"Sara S. Beale","",false,4,"1979-01-16",false,"Leo Sheep Co. v. U.S. (No. 77-1686), 440 U.S. 668 (1979)","1978 J. Sup. Ct. U.S. 380",""
363,73,"Phyllis Skloot Bamberger","",false,4,"1979-01-16",false,"Bell v. Wolfish (No. 77-1829), 441 U.S. (1979)","1978 J. Sup. Ct. U.S. 380",""
364,70,"Louise Korns","",false,6,"1979-02-22",false,"Burch v. Louisiana (No. 78-90), 441 U.S. 130 (1979)","1978 J. Sup. Ct. U.S. 450",""
365,153,"Eileen Shapiro","",false,1,"1979-02-22",false,"Ulster County Court v. Allen (No. 77-1554), 442 U.S. 140 (1979)","1978 J. Sup. Ct. U.S. 450",""
366,154,"Windell E.C. Porter","",false,1,"1979-02-26",false,"Moore v. Sims (No. 78-6), 442 U.S. 415 (1979)","1978 J. Sup. Ct. U.S. 467",""
367,155,"Sana F. Shtasel","",false,1,"1979-02-27",false,"Davis v. Passman (No. 78-5072), 442 U.S. 228 (1979)","1978 J. Sup. Ct. U.S. 469",""
368,138,"Sara S. Beale","",false,5,"1979-03-21",false,"Wilson v. Omaha Indian Tribe (No. 78-160), 442 U.S. 653 (1979)","1978 J. Sup. Ct. U.S. 524",""
369,156,"Carolyn J. Colville","",false,1,"1979-03-21",false,"Jackson v. Virginia (No. 78-5283), 443 U.S. 307 (1979)","1978 J. Sup. Ct. U.S. 524",""
370,114,"Amy Juviler","",false,2,"1979-04-18",false,"Leroy v. Great Western United Corporation (No. 78-759), 443 U.S. 173 (1979)","1978 J. Sup. Ct. U.S. 598",""
371,157,"Wandaleen Poynter","",false,1,"1979-04-23",false,"Southern Railway Co. v. Seaboard Allied Milling Corp. (No. 78-604), 442 U.S. 444 (1979)","1978 J. Sup. Ct. U.S. 615",""
372,158,"Doris Peterson","",false,1,"1979-04-24",false,"Stafford v. Briggs (No. 77-1546), 444 U.S. 527 (1979)","1978 J. Sup. Ct. U.S. 618",""
373,143,"Elinor H. Stillman","",false,2,"1979-04-24",false,"Stafford v. Briggs (No. 77-1546), 444 U.S. 527 (1979)","1978 J. Sup. Ct. U.S. 618",""
374,96,"Harriet S. Shapiro","",false,8,"1979-04-25",false,"Califano v. Boles (No. 78-808), 443 U.S. 282 (1979)","1978 J. Sup. Ct. U.S. 619",""
375,96,"Harriet S. Shapiro","",false,9,"1979-10-01",false,"Andrus v. Allard (No. 78-740), 444 U.S. 51 (1979)","1979 J. Sup. Ct. U.S. 129",""
376,159,"Kathryn A. Oberly","",false,1,"1979-10-01",false,"Kaiser Aetna v. United States (No. 78-738), 444 U.S. 164 (1979)","1979 J. Sup. Ct. U.S. 129",""
377,143,"Elinor H. Stillman","",false,3,"1979-10-03",false,"U.S. v. Kubrick (No. 78-1014), 444 U.S. 111 (1979)","1979 J. Sup. Ct. U.S. 133",""
378,96,"Harriet S. Shapiro","",false,10,"1979-10-31",false,"U.S. v. Clark (No. 78-1513), 445 U.S. 23 (1980)","1979 J. Sup. Ct. U.S. 201",""
379,158,"Doris Peterson","",false,2,"1979-11-07",false,"Stafford v. Briggs (No. 77-1546), 444 U.S. 527 (1979)","1979 J. Sup. Ct. U.S. 225",""
380,143,"Elinor H. Stillman","",false,4,"1979-11-07",false,"Stafford v. Briggs (No. 77-1546), 444 U.S. 527 (1979)","1979 J. Sup. Ct. U.S. 225",""
381,160,"Amy Loeserman Klein","",false,1,"1979-11-28",false,"Seatrain Shipbuilding Corp. v. Shell Oil Co. (No. 78-1651), 444 U.S. 572 (1980)","1979 J. Sup. Ct. U.S. 294",""
382,161,"Joan E. Pilver","",false,1,"1980-01-09",false,"Maher v. Gagne (No. 78-1888), 448 U.S. 122 (1980)","1979 J. Sup. Ct. U.S. 373",""
383,116,"Barbara A.H. Smith","",false,3,"1980-01-09",false,"Massachusetts v. Meehan (No. 78-1874), 445 U.S. 39 (1980)","1979 J. Sup. Ct. U.S. 373",""
384,143,"Elinor H. Stillman","",false,5,"1980-01-14",false,"White Mountain Apache Tribe v. Bracker (No. 78-1177), 448 U.S. 1980","1979 J. Sup. Ct. U.S. 390",""
385,162,"Maryann Walsh","",false,1,"1980-01-16",false,"Harrison v. PPG Industries, Inc. (No. 78-1918), 446 U.S. 578 (1980)","1979 J. Sup. Ct. U.S. 393",""
386,96,"Harriet S. Shapiro","",false,11,"1980-02-19",false,"New York Gaslight Club, Inc. v. Carey (No. 79-192), 447 U.S. 54 (1980)","1979 J. Sup. Ct. U.S. 458",""
387,163,"Ellen Broadman","",false,1,"1980-02-19",false,"Supreme Court of Virginia v. Consumers Union of the United States, Inc. (No. 79-198), 446 U.S. 719 (1980)","1979 J. Sup. Ct. U.S. 459",""
388,164,"Marilyn J. Gelb","",false,1,"1980-02-20",false,"Cuyler v. Sullivan (No. 78-1832), 446 U.S. 335 (1980)","1979 J. Sup. Ct. U.S. 463",""
389,165,"Joan B. Gottschall","",false,1,"1980-02-25",false,"U.S. v. Raddatz (No. 79-8), 447 U.S. 667 (1980)","1979 J. Sup. Ct. U.S. 482",""
390,143,"Elinor H. Stillman","",false,6,"1980-03-18",false,"PruneYard Shopping Center v. Robins (No. 79-289), 447 U.S. 74 (1980)","1979 J. Sup. Ct. U.S. 524",""
391,166,"Judith P. Vladeck","",false,1,"1980-03-25",false,"Mohasco Corporation v. Silver (No. 79-616), 447 U.S. 807 (1980)","1979 J. Sup. Ct. U.S. 546",""
392,167,"Janet L. Cox","",false,1,"1980-03-26",false,"Hicks v. Oklahoma (No. 78-6885), 447 U.S. 343 (1980)","1979 J. Sup. Ct. U.S. 547",""
393,168,"Ellen G. Robinson","",false,1,"1980-04-15",false,"Carey v. Brown (No. 79-703), 447 U.S. 455 (1980)","1979 J. Sup. Ct. U.S. 600",""
394,96,"Harriet S. Shapiro","",false,12,"1980-04-15",false,"Roadway Express, Inc. v. Piper (No. 79-701), 447 U.S. 752 (1980)","1979 J. Sup. Ct. U.S. 600",""
395,119,"Rhonda Copelon","",false,2,"1980-04-21",false,"Harris v. McRae (No. 79-1268), 448 U.S. 297 (1980)","1979 J. Sup. Ct. U.S. 620",""
396,169,"Maria Parisi-Vickers","",false,1,"1980-10-07",false,"Cuyler v. Adams (No. 78-1841), 449 U.S. 433 (1981)","1980 J. Sup. Ct. U.S. 97","name originally spelled Maria Parisi Vickers"
397,170,"Judith E. Harris","",false,1,"1980-10-07",false,"Delaware State College v. Ricks (No. 79-839), 449 U.S. 250 (1980)","1980 J. Sup. Ct. U.S. 97",""
398,171,"Blanca Bianchi de la Torre","",false,1,"1980-10-07",false,"Thomas v. Indiana Review Board (No. 79-952), 450 U.S. 707 (1981)","1980 J. Sup. Ct. U.S. 97",""
399,172,"Anita Ashton","",false,1,"1980-10-08",false,"Estelle v. Smith (No. 79-1127), 451 U.S. 454 (1981)","1980 J. Sup. Ct. U.S. 99",""
400,143,"Elinor H. Stillman","",false,7,"1980-10-09",false,"Potomac Electric Power Co. v. Workers' Compensation Program (No. 79-816), 449 U.S. 268 (1980)","1980 J. Sup. Ct. U.S. 99",""
401,173,"Kristin Booth Glen","",false,1,"1980-11-03",false,"FCC v. WNCN Listeners Guild (No. 79-824), 450 U.S. 582 (1981)","1980 J. Sup. Ct. U.S. 166",""
402,174,"Wilhelmina Reuben Cooke","",false,1,"1980-11-03",false,"FCC v. WNCN Listeners Guild (No. 79-824), 450 U.S. 582 (1981)","1980 J. Sup. Ct. U.S. 166",""
403,96,"Harriet S. Shapiro","",false,13,"1980-11-10",false,"Universities Research Assn, Inc. v. Coutu (No. 78-1945), 450 U.S. 754 (1981)","1980 J. Sup. Ct. U.S. 184",""
404,143,"Elinor H. Stillman","",false,8,"1980-11-12",false,"Delta Airlines v. August (No. 79-814), 450 U.S. 346 (1981)","1980 J. Sup. Ct. U.S. 185",""
405,175,"Susan M. Vance","",false,1,"1980-11-12",false,"Delta Airlines v. August (No. 79-814), 450 U.S. 346 (1981)","1980 J. Sup. Ct. U.S. 185",""
406,176,"Barbara E. Etkind","",false,1,"1980-12-01",false,"U.S. v Cortez (No. 79-404), 449 U.S. 411 (1981)","1980 J. Sup. Ct. U.S. 259",""
407,177,"Barbara Housman-Smith","",false,1,"1980-12-10",false,"Kirchberg v. Feenstra (No. 79-1388), 450 U.S. 455 (1981)","1980 J. Sup. Ct. U.S. 281",""
408,178,"Regina M. Small","",false,1,"1981-01-12",false,"Doe v. Delaware (No. 79-5932), 450 U.S. 382 (1981)","1980 J. Sup. Ct. U.S. 351",""
409,179,"Judith H. Mizner","",false,1,"1981-01-19",false,"Albernaz v. U.S. (No. 79-1709), 450 U.S. 333 (1981)","1980 J. Sup. Ct. U.S. 372",""
410,143,"Elinor H. Stillman","",false,9,"1981-01-21",false,"California v. Sierra Club (No. 79-1252), 451 U.S. 287 (1981)","1980 J. Sup. Ct. U.S. 377",""
411,180,"Jean P. Kemp","",false,1,"1981-03-02",false,"Rhodes v. Chapman (No. 80-332), 452 U.S. 337 (1981)","1980 J. Sup. Ct. U.S. 466",""
412,181,"Carol A. Hewitt","",false,1,"1981-03-23",false,"County of Washington v. Gunther (No. 80-429), 452 U.S. 161 (1981)","1980 J. Sup. Ct. U.S. 513",""
413,182,"Mary R. Carden","",false,1,"1981-03-23",false,"Webb v. Webb (No. 79-6853), 451 U.S. 493 (1981)","1980 J. Sup. Ct. U.S. 513",""
414,183,"Patricia J. Barry","",false,1,"1981-03-31",false,"Lehman v. Nakshian (No. 80-242), 453 U.S. 156 (1981)","1980 J. Sup. Ct. U.S. 537",""
415,176,"Barbara E. Etkind","",false,2,"1981-04-28",false,"Howe v. Smith (No. 80-5392), 452 U.S. 473 (1981)","1980 J. Sup. Ct. U.S. 602",""
416,107,"Nancy Stearns","",false,2,"1981-10-13",false,"Weinberger v. Catholic Action of Hawaii (No. 80-1377), 454 U.S. 139 (1981)","1981 J. Sup. Ct. U.S. 134",""
417,184,"Natalie E. West","",false,1,"1981-10-14",false,"Citizens Against Rent Control v. Berkeley (No. 80-737), 454 U.S. 290 (1981)","1981 J. Sup. Ct. U.S. 135",""
418,185,"Mary S. Burdick","",false,1,"1981-11-03",false,"Cabell v. Chavez-Salido (No. 80-990), 454 U.S. 432 (1982)","1981 J. Sup. Ct. U.S. 185",""
419,176,"Barbara E. Etkind","",false,3,"1981-11-10",false,"Kaiser Steel Corp. v. Mullins (No. 80-1345) 455 U.S. 72 (1982)","1981 J. Sup. Ct. U.S. 209",""
420,186,"Vanessa Ruiz","",false,1,"1981-12-01",false,"Havens Realty Corp. v. Coleman (No. 80-988), 455 U.S. 363 (1982)","1981 J. Sup. Ct. U.S. 264",""
421,187,"Martha A. Mills","",false,1,"1981-12-01",false,"Lane v. Williams (No. 80-1240), 455 U.S. 624 (1982)","1981 J. Sup. Ct. U.S. 264",""
422,143,"Elinor H. Stillman","",false,10,"1981-12-02",false,"Railway Labor Executives' Ass'n v. Gibbons (No. 80-415), 455 U.S. 457 (1982)","1981 J. Sup. Ct. U.S. 266",""
423,188,"Beverly J. Hodgson","",false,1,"1981-12-09",false,"North Haven Bd. of Educ. v. Bell (No. 80-986), 456 U.S. 512 (1982)","1981 J. Sup. Ct. U.S. 283",""
424,189,"Sharon T. Nelson","",false,1,"1982-01-01",false,"Federal Bureau of Investigation v. Abramson (No. 80-1735), 456 U.S. 615 (1982)","1981 J. Sup. Ct. U.S. 338",""
425,190,"Lola L. Bonner","",false,1,"1982-01-12",false,"Mills v. Habluetzel (No. 80-6298), 456 U.S. 91 (1982)","1981 J. Sup. Ct. U.S. 340",""
426,191,"Elaine R. Jones","",false,1,"1982-01-19",false,"Pullman-Standard v. Swint (No. 80-1190), 456 U.S. 273 (1982)","1981 J. Sup. Ct. U.S. 364",""
427,192,"Susan Gamble Smathers","",false,1,"1982-01-20",false,"Florida Dep't of State v. Treasure Salvors, Inc. (No. 80-1924), 458 U.S. 670 (1982)","1981 J. Sup. Ct. U.S. 365",""
428,176,"Barbara E. Etkind","",false,4,"1982-02-22",false,"Weinberger v. Rossi (No. 80-1924), 456 U.S. 25 (1982)","1981 J. Sup. Ct. U.S. 429",""
429,193,"Marie V. Driscoll","",false,1,"1982-02-22",false,"Inwood Laboratories, Inc. v. Ives Laboratories (No. 81-11), 456 U.S. 844 (1982)","1981 J. Sup. Ct. U.S. 429",""
430,143,"Elinor H. Stillman","",false,11,"1982-02-23",false,"Weinberger v. Romero-Barcelo (No. 80-1990), 456 U.S.305 (1982)","1981 J. Sup. Ct. U.S. 432",""
431,112,"Judith A. Gordon","",false,5,"1982-03-24",false,"Blum v. Yaretzky (No. 80-1952), 457 U.S. 991 (1982)","1981 J. Sup. Ct. U.S. 506",""
432,96,"Harriet S. Shapiro","",false,14,"1982-03-30",false,"California v. Grace Brethren Church (No. 81-455), 457 U.S. 393 (1982)","1981 J. Sup. Ct. U.S. 521",""
433,194,"Mary Ann Burges","",false,1,"1982-03-31",false,"Middlesex County Ethics Committee v. Garden State Bar Association, 457 U.S. 423 (1982)","1981 J. Sup. Ct. U.S. 524",""
434,195,"Sarah E. Bennett","",false,1,"1982-04-19",false,"F.W. Woolworth Co. v. Taxation & Revenue Dep't of New Mexico, 458 U.S. 354 (1982)","1981 J. Sup. Ct. U.S. 568",""
435,121,"Linda R. Hirshman","",false,2,"1982-04-21",false,"Jackson Transit Authority v. Local Division 1285, Amalgamated Transit Union, AFL-CIO-CLC, 457 U.S. 15 (1982)","1981 J. Sup. Ct. U.S. 574",""
436,196,"Susan M. Jenkins","",false,1,"1982-04-27",false,"Union Labor Life Ins. Co. v. Pireno (No. 81-389), 458 U.S. (1982)","1981 J. Sup. Ct. U.S. 594",""
437,176,"Barbara E. Etkind","",false,5,"1982-10-06",false,"Bowen v. United States Postal Service, 459 U.S. 212 (1983)","1982 J. Sup. Ct. U.S. 95",""
438,197,"Linda K. Lager","",false,1,"1982-10-13",false,"Connecticut v. Johnson, 460 U.S. 73 (1983)","1982 J. Sup. Ct. U.S. 120",""
439,176,"Barbara E. Etkind","",false,6,"1982-11-02",false,"North Dakota v. United States, 460 U.S. 300 (1983)","1982 J. Sup. Ct. U.S. 167",""
440,198,"Robyn Greene","",false,1,"1982-11-03",false,"United States v. Generix Drug Corporation, 460 U.S. 452 (1983)","1982 J. Sup. Ct. U.S. 169",""
441,199,"Harriet Lipkin","",false,1,"1982-11-09",false,"Briscoe v. Lahue, 460 U.S. 325 (1983)","1982 J. Sup. Ct. U.S. 189",""
442,200,"Cheryl Helena Chapman","",false,1,"1982-11-10",false,"Xerox Corporation v. County of Harris, 459 U.S. 145 (1982)","1982 J. Sup. Ct. U.S. 191",""
443,201,"Carolyn F. Corwin","",false,1,"1982-11-30",false,"Lockheed Aircraft Corp. v. United States, 460 U.S. 190 (1983)","1982 J. Sup. Ct. U.S. 237",""
444,143,"Elinor H. Stillman","",false,12,"1982-12-01",false,"Local 926, Int'l Union of Operating Engineers, AFL-CIO v. Jones, 460 U.S. 669 (1983)","1982 J. Sup. Ct. U.S. 239","aka Elinor Hadley Stillman"
445,202,"Deborah Bachrach","",false,1,"1983-01-10",false,"Shaw v. Delta Airlines, 463 U.S. 85 (1983)","1982 J. Sup. Ct. U.S. 327-328",""
446,203,"Barbara D. Underwood","",false,1,"1983-02-22",false,"Jones v. Barnes, 463 U.S. 745 (1983)","1982 J. Sup. Ct. U.S. 414",""
447,105,"Sheila M. Ginsberg","",false,3,"1983-02-22",false,"Jones v. Barnes, 463 U.S. 745 (1983)","1982 J. Sup. Ct. U.S. 414","aka Sheila Ginsberg Riesel"
448,204,"Carolyn M. Snurkowski","",false,1,"1983-02-23",false,"Florida v. Casal, 462 U.S. 637 (1983)","1982 J. Sup. Ct. U.S. 417",""
449,205,"Linda Gillespie Stuntz","",false,1,"1983-03-01",false,"Tuten v. United States, 460 U.S. 660 (1983)","1982 J. Sup. Ct. U.S. 437",""
450,176,"Barbara E. Etkind","",false,7,"1983-03-01",false,"Tuten v. United States, 460 U.S. 660 (1983)","1982 J. Sup. Ct. U.S. 437",""
451,206,"Suellen L. Davidson","",false,1,"1983-03-21",false,"Brown v. Thomson, 462 U.S. 835 (1983)","1982 J. Sup. Ct. U.S. 481",""
452,207,"Amy Jo Gittler","",false,1,"1983-03-28",false,"Arizona Governing Committee for Tax Deferred Annuity v. Norris, 463 U.S. 1073 (1983)","1982 J. Sup. Ct. U.S. 498",""
453,201,"Carolyn F. Corwin","",false,2,"1983-03-29",false,"Bill Johnson's Restaurants v. NLRB, 461 U.S. 731 (1983)","1982 J. Sup. Ct. U.S. 500",""
454,208,"Charlotte Uram","",false,1,"1983-03-30",false,"Texas v. New Mexico, 462 U.S. 554 (1983)","1982 J. Sup. Ct. U.S. 501",""
455,209,"Margaret Hunting","",false,1,"1983-04-18",false,"Bell v. New Jersey, 461 U.S. 773 (1983)","1982 J. Sup. Ct. U.S. 548",""
456,210,"Patti S. Kitching","",false,1,"1983-04-19",false,"Franchise Tax Board of California v. United States Postal Service, 463 U.S. 1 (1983)","1982 J. Sup. Ct. U.S. 552",""
457,159,"Kathryn A. Oberly","",false,2,"1983-04-25",false,"Ruckelshaus v. Sierra Club, 464 U.S. 680 (1983)","1982 J. Sup. Ct. U.S. 569",""
458,211,"Susan Short","",false,1,"1983-04-27",false,"Pickett v. Brown, 462 U.S. 1 (1983)","1982 J. Sup. Ct. U.S. 573",""
459,96,"Harriet S. Shapiro","",false,15,"1983-04-27",false,"Newport News Shipbuilding & Dry Dock Co. v. EEOC, 462 U.S. 669 (1983)","1982 J. Sup. Ct. U.S. 773",""
460,212,"Susan Lee Voss","",false,1,"1983-10-05",false,"South Carolina v. Regan, 465 U.S. 367 (1984)","1983 J. Sup. Ct. U.S. 83",""
461,213,"Janice M. Joyce Bartee","",false,1,"1983-10-05",false,"Michigan v. Clifford, 464 U.S. 287 (1984)","1983 J. Sup. Ct. U.S. 83",""
462,201,"Carolyn F. Corwin","",false,3,"1983-10-11",false,"Bureau of Alcohol, Tobacco & Firearms v. Federal Labor Relations Authority, 464 U.S. 89 (1983)","1983 J. Sup. Ct. U.S. 106",""
463,214,"Ruth E. Peters","",false,1,"1983-10-11",false,"Bureau of Alcohol, Tobacco & Firearms v. Federal Labor Relations Authority, 464 U.S. 89 (1983)","1983 J. Sup. Ct. U.S. 106",""
464,215,"Diana Gribbon Motz","",false,1,"1983-10-31",false,"Secretary of State of Maryland v. Joseph H. Munson Company, Inc., 467 U.S. 947 (1984)","1983 J. Sup. Ct. U.S. 152",""
465,176,"Barbara E. Etkind","",false,8,"1983-10-31",false,"McCain v. Lybrand, 465 U.S. 236 (1984)","1983 J. Sup. Ct. U.S. 153",""
466,216,"Karen LeCraft Henderson","",false,1,"1983-10-31",false,"McCain v. Lybrand, 465 U.S. 236 (1984)","1983 J. Sup. Ct. U.S. 153",""
467,217,"Theodora Berger","",false,1,"1983-11-01",false,"Secretary of Interior v. California, 464 U.S. 312 (1984)","1983 J. Sup. Ct. U.S. 156",""
468,218,"Deborah C. Wyatt","",false,1,"1983-11-02",false,"Pulliam v. Allen, 466 U.S. 522 (1984)","1983 J. Sup. Ct. U.S. 157",""
469,159,"Kathryn A. Oberly","",false,3,"1983-11-07",false,"Kosak v. United States, 465 U.S. 848 (1984)","1983 J. Sup. Ct. U.S. 173",""
470,219,"Donna L. Zeegers","",false,1,"1983-11-09",false,"Oliver v. United States, 466 U.S. 170 (1984)","1983 J. Sup. Ct. U.S. 177",""
471,220,"Leslie A. Benitez","",false,1,"1973-11-09",false,"McKaskle v. Wiggins, 465 U.S. (1984)","1983 J. Sup. Ct. U.S. 177",""
472,116,"Barbara A.H. Smith","",false,4,"1983-12-06",false,"Justices of Boston Municipal Court v. Lydon, 466 U.S. 294 (1984)","1983 J. Sup. Ct. U.S. 243",""
473,221,"Ann L. Ritter","",false,1,"1983-12-06",false,"INS v Stevic, 467 U.S. 407 (1984)","1983 J. Sup. Ct. U.S. 243",""
474,218,"Deborah C. Wyatt","",false,2,"1983-12-07",false,"Hudson v. Palmer, 468 U.S. 517 (1984)","1983 J. Sup. Ct. U.S. 245","originally listed as new advocate; actually her 2nd argument"
475,222,"Arlinda F. Locklear","",false,1,"1983-12-07",false,"Solem v. Bartlett, 465 U.S. 463 (1984)","1983 J. Sup. Ct. U.S. 245",""
476,204,"Carolyn M. Snurkowski","",false,2,"1984-01-10",false,"Strickland v. Washington, 466 U.S. 668 (1984)","1983 J. Sup. Ct. U.S. 302",""
477,116,"Barbara A.H. Smith","",false,5,"1984-01-17",false,"Massachusetts v. Sheppard, 468 U.S. 981 (1984)","1983 J. Sup. Ct. U.S. 320",""
478,112,"Judith A. Gordon","",false,6,"1984-01-17",false,"Schall v. Martin, 467 U.S. 253 (1984)","1983 J. Sup. Ct. U.S. 320",""
479,159,"Kathryn A. Oberly","",false,4,"1984-01-17",false,"Nix v. Williams, 467 U.S. 431 (1984)","1983 J. Sup. Ct. U.S. 322",""
480,223,"Ann E. Keating","",false,1,"1984-02-21",false,"Hayfield Northern Railroad Co., Inc. v. N. W. Transportation s Co., 467 U.S. 622 (1984)","1983 J. Sup. Ct. U.S. 387",""
481,96,"Harriet S. Shapiro","",false,16,"1984-02-22",false,"Kirby Forest Industries, Inc. v. United States, 467 U.S. 1 (1984)","1983 J. Sup. Ct. U.S. 390",""
482,224,"Penny R. Warren","",false,1,"1984-02-28",false,"James v. Kentucky, 466 U.S. 341 (1984)","1983 J. Sup. Ct. U.S. 408",""
483,225,"Nancy Alvarado Saggese","",false,1,"1984-02-29",false,"Summa Corporation v. California, 466 U.S. 198 (1984)","1983 J. Sup. Ct. U.S. 409",""
484,159,"Kathryn A. Oberly","",false,5,"1984-02-29",false,"South Central Timber Development, Inc. v. Wunnicke, 467 U.S. (1984)","1983 J. Sup. Ct. U.S. 410",""
485,96,"Harriet S. Shapiro","",false,17,"1984-03-19",false,"Cooper v. Federal Reserve Bank of Richmond, 467 U.S. 867 (1984)","1983 J. Sup. Ct. U.S. 458",""
486,201,"Carolyn F. Corwin","",false,4,"1984-03-27",false,"United States v. Yermiam, 468 U.S. 63 (1984)","1983 J. Sup. Ct. U.S. 478",""
487,176,"Barbara E. Etkind","",false,9,"1984-03-27",false,"United States v. Rodgers, 466 U.S. 475 (1984)","1983 J. Sup. Ct. U.S. 478",""
488,226,"Mary Beth Westmoreland","",false,1,"1984-03-27",false,"Waller v. Georgia, 467 U.S. 39 (1984)","1983 J. Sup. Ct. U.S. 478",""
489,227,"Lois DeJulio","",false,1,"1984-03-28",false,"New Jersey v. T.L.O., 469 U.S. 325 (1985)","1983 J. Sup. Ct. U.S. 479",""
490,228,"Mary F. Keiler","",false,1,"1984-03-28",false,"Bernal v. Fainter, 467 U.S. 216 (1984)","1983 J. Sup. Ct. U.S. 479",""
491,210,"Patti S. Kitching","",false,2,"1984-04-17",false,"Franchise Tax Board of California v. United States Postal Service, 467 U.S. 512 (1984)","1983 J. Sup. Ct. U.S. 526",""
492,229,"Mary L. Heen","",false,1,"1984-04-18",false,"INS v. Lopez-Mendoza, 468 U.S. 1032 (1984)","1983 J. Sup. Ct. U.S. 528",""
493,201,"Carolyn F. Corwin","",false,5,"1984-04-23",false,"United States v. Lorenzetti, 467 U.S. 167 (1984)","1983 J. Sup. Ct. U.S. 542",""
494,159,"Kathryn A. Oberly","",false,6,"1984-04-24",false,"Block v. Community Nutrition Institute, 467 U.S. 340 (1984)","1983 J. Sup. Ct. U.S. 543",""
495,230,"Kaletah N. Carroll","",false,1,"1984-04-25",false,"United States v. Morton, 467 U.S. 822 (1984)","1983 J. Sup. Ct. U.S. 546",""
496,222,"Arlinda F. Locklear","",false,2,"1984-10-01",false,"Oneida County v. Oneida Ind. Nation, 470 U.S. 226 (1985)","1984 J. Sup. Ct. U.S. 87-88",""
497,227,"Lois DeJulio","",false,2,"1984-10-02",false,"New Jersey v. T.L.O., 469 U.S. 325 (1985)","1984 J. Sup. Ct. U.S. 89",""
498,201,"Carolyn F. Corwin","",false,6,"1984-10-03",false,"Herb's Welding v. Gray, 470 U.S. 414 (1985)","1984 J. Sup. Ct. U.S. 91",""
499,159,"Kathryn A. Oberly","",false,7,"1984-10-10",false,"Ohio v. Kovacs, 469 U.S. 274 (1985)","1984 J. Sup. Ct. U.S. 115",""
